Pathways	Taxonomic-Range	Species	Common-Name	Common-Name2
PWY-6243	TAX-33090	TAX-4577 // TAX-39329	Zea mays // Lavandula angustifolia	Viridiplantae
PWY-6981	TAX-6447 // TAX-6231 // TAX-6073 // TAX-6040 // TAX-5758 // TAX-6656 // TAX-4751	TAX-7159 // TAX-7460 // TAX-7091 // TAX-7227 // TAX-44386 // TAX-29058 // TAX-7004 // TAX-229990 // TAX-7130 // TAX-7380 // TAX-4932 // TAX-580239 // TAX-7010 // TAX-7107 // TAX-7108	Aedes aegypti // Apis mellifera // Bombyx mori // Drosophila melanogaster // Haemaphysalis longicornis // Helicoverpa armigera // Locusta migratoria // Manduca sexta // Phormia regina // Saccharomyces cerevisiae // Schistocerca gregaria // Spodoptera exigua // Spodoptera frugiperda	Mollusca // Nematoda // Cnidaria // Porifera // Entamoeba // Arthropoda // Fungi
PWY18C3-16	TAX-4070	TAX-62890 // ORG18C3-3 // ORG18C3-4 // ORG18C3-1 // ORG18C3-2	Solanum habrochaites	Solanaceae
PWY-7441	TAX-44249	TAX-349520	Paenibacillus polymyxa	Paenibacillus
PWY0-1303	TAX-2	TAX-511145	Escherichia coli	Bacteria <bacteria>
PWY-6350	TAX-2157	TAX-56636 // TAX-2234 // TAX-145263 // TAX-145262 // TAX-187420 // TAX-2261 // TAX-2287	Aeropyrum pernix // Archaeoglobus fulgidus // Methanothermobacter marburgensis // Methanothermobacter thermautotrophicus // Pyrococcus furiosus // Saccharolobus solfataricus	Archaea
PWY-6799	TAX-33090	TAX-3888 // ORG-5993	Pisum sativum // Arabidopsis thaliana	Viridiplantae
PWY-8047	TAX-62100	TAX-62101	Candidatus Endobugula sertula	Candidatus Endobugula
PWY-6035	TAX-33090	TAX-47247 // TAX-3880 // ORG-5993	Lotus corniculatus // Medicago truncatula // Arabidopsis thaliana	Viridiplantae
VALDEG-PWY	TAX-2759 // TAX-201174 // TAX-1224 // TAX-1239	TAX-1396 // TAX-1423 // TAX-9913 // TAX-292 // TAX-9606 // TAX-5141 // TAX-287 // TAX-294 // TAX-303 // TAX-10116 // TAX-33903 // TAX-1902 // TAX-9823 // TAX-5908 // ORG-5993	Bacillus cereus // Bacillus subtilis // Bos taurus // Burkholderia cepacia // Homo sapiens // Neurospora crassa // Pseudomonas aeruginosa // Pseudomonas fluorescens // Pseudomonas putida // Rattus norvegicus // Streptomyces avermitilis // Streptomyces coelicolor // Sus scrofa // Tetrahymena pyriformis // Arabidopsis thaliana	Eukaryota // Actinomycetota // Pseudomonadota // Bacillota
PWY-8499	TAX-2	TAX-1404	Priestia megaterium	Bacteria <bacteria>
PWY2B4Q-9	TAX-2826938	TAX-359391	Brucella abortus	Brucella/Ochrobactrum group
PWY-5296	TAX-2	TAX-921 // TAX-63363 // TAX-272630 // TAX-266 // TAX-82367 // TAX-34007 // TAX-1076 // TAX-35806	Ancylobacter novellus // Aquifex aeolicus // Methylorubrum extorquens // Paracoccus denitrificans // Paracoccus pantotrophus // Paracoccus versutus // Rhodopseudomonas palustris // Rhodovulum sulfidophilum	Bacteria <bacteria>
PWY-8610	TAX-4751	TAX-36630 // TAX-340412	Aspergillus fischeri // Aspergillus novofumigatus	Fungi
PWY-7236	TAX-2	TAX-83332 // TAX-1773	Mycobacterium tuberculosis	Bacteria <bacteria>
PWY-5477	TAX-41946 // TAX-71274 // TAX-71275	TAX-255348	Rhus typhina	Saxifragales // asterids // rosids
PWY-6049	TAX-2759 // TAX-2	TAX-89187 // TAX-89186 // TAX-246200 // TAX-89183	Roseovarius nubinhibens // marine bacterium GAI-109 // Ruegeria pomeroyi // Roseobacter sp. DSS-8	Eukaryota // Bacteria <bacteria>
PWY-8529	TAX-201174	TAX-1223523	Streptomyces mobaraensis	Actinomycetota
PWY-6703	TAX-2	TAX-224308 // TAX-511145	Bacillus subtilis // Escherichia coli	Bacteria <bacteria>
ENTBACSYN-PWY	TAX-1224	TAX-511145	Escherichia coli	Pseudomonadota
PWY-5675	TAX-2 // TAX-4751	TAX-5141	Neurospora crassa	Bacteria <bacteria> // Fungi
PWY-7483	TAX-201174	TAX-47716	Streptomyces olivaceus	Actinomycetota
PWY-7054	TAX-2	TAX-382 // TAX-266834	Sinorhizobium meliloti	Bacteria <bacteria>
PWY-8331	TAX-2	TAX-863372	Herbaspirillum huttiense	Bacteria <bacteria>
PWY-6994	TAX-200940 // TAX-186801 // TAX-28221 // TAX-2206	TAX-574087 // TAX-563192 // TAX-49338 // TAX-272564 // TAX-259564 // TAX-644295 // TAX-547558 // TAX-2214 // TAX-2208 // TAX-269797 // TAX-2210 // TAX-635013	Acetohalobium arabaticum // Bilophila wadsworthia // Desulfitobacterium hafniense // Methanococcoides burtonii // Methanohalobium evestigatum // Methanohalophilus mahii // Methanosarcina acetivorans // Methanosarcina barkeri // Methanosarcina thermophila // Thermincola potens	Thermodesulfobacteriota // Clostridia // Deltaproteobacteria // Methanosarcinaceae
PWY185E-9	TAX-85007	TAX-1764 // TAX-1768 // TAX-1769 // TAX-1781 // TAX-83332 // TAX-1789	Mycobacterium avium // Mycobacterium kansasii // Mycobacterium leprae // Mycobacterium marinum // Mycobacterium tuberculosis // Mycobacterium xenopi	Mycobacteriales
PWY-6200	TAX-2	TAX-252970	Paraburkholderia phenoliruptrix	Bacteria <bacteria>
PWY-5663	TAX-33630 // TAX-33682 // TAX-68336 // TAX-33208 // TAX-4751 // TAX-1117	TAX-7227 // TAX-9606 // TAX-64518 // TAX-5141 // TAX-4837 // TAX-36329 // TAX-32046	Drosophila melanogaster // Homo sapiens // Mortierella alpina // Neurospora crassa // Phycomyces blakesleeanus // Plasmodium falciparum 3D7 // Synechococcus elongatus	Alveolata // Euglenozoa // Bacteroidota/Chlorobiota group // Metazoa // Fungi // Cyanobacteriota
PWY-5658	TAX-2	TAX-29549	Rhodothermus marinus	Bacteria <bacteria>
PWY-6751	TAX-2 // TAX-2157	TAX-119072	Caldanaerobacter subterraneus	Bacteria <bacteria> // Archaea
PWY-5168	TAX-58024	ORG-5993	Arabidopsis thaliana	Spermatophyta
PWY-7448	TAX-3398	TAX-4442 // TAX-38942	Camellia sinensis // Quercus robur	Magnoliopsida
TOLUENE-DEG-CATECHOL-PWY	TAX-1224	ORG-5948 // ORG-5960	Pseudomonas putida	Pseudomonadota
LIPASYN-PWY	TAX-2759 // TAX-2 // TAX-2157	TAX-3847 // ORG-5993	Glycine max // Arabidopsis thaliana	Eukaryota // Bacteria <bacteria> // Archaea
PWY-8032	TAX-2	TAX-54571	Streptomyces venezuelae	Bacteria <bacteria>
P562-PWY	TAX-4751 // TAX-2	TAX-565050 // TAX-224308 // TAX-1718 // TAX-548 // TAX-1582 // TAX-54550 // TAX-387 // TAX-380 // TAX-382	Caulobacter vibrioides // Bacillus subtilis // Corynebacterium glutamicum // Klebsiella aerogenes // Lacticaseibacillus casei // Myxozyma melibiosi // Rhizobium leguminosarum // Sinorhizobium fredii // Sinorhizobium meliloti	Fungi // Bacteria <bacteria>
PWY-8143	TAX-33090	TAX-3715 // TAX-3747 // TAX-4081 // ORG-5993	Brassica oleracea // Fragaria x ananassa // Solanum lycopersicum // Arabidopsis thaliana	Viridiplantae
PWY-5132	TAX-3481	TAX-3486	Humulus lupulus	Cannabaceae
PWY-6426	TAX-2	TAX-548 // TAX-36822 // TAX-1833	Klebsiella aerogenes // Gordonia rubripertincta // Rhodococcus erythropolis	Bacteria <bacteria>
PWY-7042	TAX-50557	TAX-7227 // TAX-7137 // TAX-7370	Drosophila melanogaster // Galleria mellonella // Musca domestica	Insecta
PWY0-1295	TAX-33208 // TAX-2157 // TAX-2	TAX-511145 // TAX-9606	Escherichia coli // Homo sapiens	Metazoa // Archaea // Bacteria <bacteria>
PWY-8138	TAX-2759 // TAX-2 // TAX-2157	TAX-511145	Escherichia coli	Eukaryota // Bacteria <bacteria> // Archaea
PWY-2601	TAX-2	ORG-6017 // ORG-5923	a non specified bacterium (Kondo 77) // Paracoccus denitrificans	Bacteria <bacteria>
PWY-5725	TAX-91827	TAX-35608 // TAX-135197 // TAX-3659 // TAX-3750 // TAX-34256 // ORG-5993	Artemisia annua // Citrus junos // Cucumis sativus // Malus domestica // Mentha x piperita // Arabidopsis thaliana	Gunneridae
PWY-6157	TAX-2	TAX-644 // TAX-176299 // TAX-358 // TAX-668 // TAX-549 // TAX-66271 // TAX-555 // TAX-287 // TAX-333 // TAX-384 // TAX-669 // TAX-630	Aeromonas hydrophila // Agrobacterium fabrum // Agrobacterium tumefaciens // Aliivibrio fischeri // Pantoea agglomerans // Pantoea stewartii // Pectobacterium carotovorum // Pseudomonas aeruginosa // Pseudomonas chlororaphis // Rhizobium leguminosarum // Vibrio harveyi // Yersinia enterocolitica	Bacteria <bacteria>
PWY-7163	TAX-91827	TAX-3570 // TAX-62890 // TAX-4081	Dianthus caryophyllus // Solanum habrochaites // Solanum lycopersicum	Gunneridae
PWY-8181	TAX-33208	TAX-9606 // TAX-10116	Homo sapiens // Rattus norvegicus	Metazoa
PWY-6801	TAX-33090	TAX-3625 // TAX-3627 // TAX-165200 // TAX-36903	Actinidia chinensis // Actinidia deliciosa // Actinidia eriantha // Clarkia breweri	Viridiplantae
PWY-6310	TAX-25641	TAX-45385	Aloe arborescens	Aloe
PWY-6954	TAX-2	TAX-62977 // TAX-80866 // TAX-649508 // TAX-287 // TAX-294 // TAX-301 // TAX-303 // TAX-351746 // TAX-395598 // TAX-110517 // ORG-5941 // ORG-5946 // ORG-5948 // ORG-5949 // ORG-5950 // ORG-5951 // ORG-5952 // ORG-5953 // ORG-5957 // ORG-5960 // ORG-5978	Acinetobacter baylyi // Delftia acidovorans // Paenibacillus sp. JJ-1b // Pseudomonas aeruginosa // Pseudomonas fluorescens // Ectopseudomonas oleovorans // Pseudomonas putida // Pseudomonas reinekei // Pseudomonas sp. NCIB9816-4 // pseudomonas putida // Pseudomonas stutzeri	Bacteria <bacteria>
PWY-5823	TAX-91347	TAX-58095 // TAX-57045 // TAX-57046 // TAX-90370 // TAX-90371 // TAX-633	Salmonella enterica // Yersinia pseudotuberculosis	Enterobacterales
PWY-5884	TAX-2 // TAX-2759 // TAX-33090 // TAX-3998	TAX-62977 // TAX-3999 // ORG-5993	Acinetobacter baylyi // Simmondsia chinensis // Arabidopsis thaliana	Bacteria <bacteria> // Eukaryota // Viridiplantae // Simmondsia
P301-PWY	TAX-2	TAX-920 // TAX-171865 // TAX-364030	Acidithiobacillus ferrooxidans // Sulfuriferula plumbiphila // Thiomonas delicata	Bacteria <bacteria>
PWY-8202	TAX-40674	TAX-9606	Homo sapiens	Mammalia
PWY2B4Q-3	TAX-118882	TAX-359391	Brucella abortus	Brucellaceae
PWY-7067	TAX-58024	TAX-4058 // TAX-3880 // TAX-29760	Catharanthus roseus // Medicago truncatula // Vitis vinifera	Spermatophyta
P481-PWY	TAX-1224	ORG-5941	Pseudomonas putida	Pseudomonadota
PWY-7352	TAX-2062	TAX-1950 // TAX-55158 // TAX-45212	Streptomyces peucetius // Streptomyces sp. C5	Streptomycetaceae
PWY-6859	TAX-2759	TAX-4932	Saccharomyces cerevisiae	Eukaryota
PWY-7255	TAX-28221 // TAX-1236 // TAX-28216 // TAX-28211 // TAX-976 // TAX-1117 // TAX-201174	TAX-1148 // TAX-1764 // TAX-1773 // TAX-83332 // TAX-1772	Synechocystis sp. PCC 6803 // Mycobacterium avium // Mycobacterium tuberculosis // Mycolicibacterium smegmatis	Deltaproteobacteria // Gammaproteobacteria // Betaproteobacteria // Alphaproteobacteria // Bacteroidota // Cyanobacteriota // Actinomycetota
PWY-6072	TAX-2	TAX-121290 // TAX-121291 // TAX-121292	Hyphomicrobium sulfonivorans // Arthrobacter methylotrophus // Pseudarthrobacter sulfonivorans	Bacteria <bacteria>
PWY-5139	TAX-3398	TAX-76714 // TAX-39879 // TAX-48386 // TAX-101596	Glandularia x hybrida // Silene dioica // Perilla frutescens // Dahlia pinnata	Magnoliopsida
PWY-6926	TAX-71274	TAX-118510	Tanacetum cinerariifolium	asterids
PWY-2921	TAX-4070	TAX-49451 // TAX-4097	Nicotiana attenuata // Nicotiana tabacum	Solanaceae
P542-PWY	TAX-1224	TAX-287 // ORG-6005	Pseudomonas aeruginosa // Sinorhizobium meliloti Rm2011	Pseudomonadota
PWY-5169	TAX-4751 // TAX-1224	TAX-216596	Rhizobium johnstonii	Fungi // Pseudomonadota
PWY-8261	TAX-2	TAX-160488	Pseudomonas putida	Bacteria <bacteria>
PWY-7585	TAX-2	TAX-1202962	Moritella marina	Bacteria <bacteria>
PWY-7758	TAX-191412	TAX-290318	Chlorobium phaeovibrioides	Chlorobiaceae
GLUTAMATE-DEG1-PWY	TAX-2759 // TAX-2157 // TAX-2	TAX-2336 // TAX-2242 // TAX-4097 // TAX-1258 // TAX-4932 // TAX-4113 // ORG-5993	Thermotoga maritima // Halobacterium salinarum // Nicotiana tabacum // Peptoniphilus asaccharolyticus // Saccharomyces cerevisiae // Solanum tuberosum // Arabidopsis thaliana	Eukaryota // Archaea // Bacteria <bacteria>
THRDLCTCAT-PWY	TAX-2	TAX-1665 // TAX-1423 // TAX-511145 // TAX-615 // ORG-5972	Arthrobacter globiformis // Bacillus subtilis // Escherichia coli // Serratia marcescens // Pseudomonas sp. NCIB 8858	Bacteria <bacteria>
PWY-7736	TAX-4751	TAX-1549217	Aspergillus stellatus	Fungi
PWY-5845	TAX-2	TAX-37930 // TAX-1467 // TAX-1079 // TAX-47914 // TAX-28447 // TAX-33014 // TAX-31963 // TAX-31964 // TAX-1717 // TAX-2036 // TAX-2035 // TAX-33881 // TAX-1863 // TAX-997 // TAX-2054 // TAX-36822 // TAX-2055 // TAX-43674 // TAX-1618 // TAX-1358 // TAX-1359 // TAX-1270 // TAX-1764 // TAX-1770 // TAX-1765 // TAX-1802 // TAX-1767 // TAX-1771 // TAX-1772 // TAX-1773 // TAX-33 // TAX-28118 // TAX-1082 // TAX-1083 // TAX-28123 // TAX-28114 // TAX-1061 // TAX-2061	Glutamicibacter protophormiae // Lederbergia lenta // Blastochloris viridis // Brevibacterium fuscum // Clavibacter michiganensis // Clavibacter nebraskensis // Clavibacter sepedonicus // Corynebacterium diphtheriae // Curtobacterium citreum // Curtobacterium flaccumfaciens // Curtobacterium luteum // Dermatophilus congolensis // Eisenibacter elegans // Gordonia bronchialis // Gordonia rubripertincta // Gordonia terrae // Jonesia denitrificans // Liquorilactobacillus mali // Lactococcus lactis // Lactococcus cremoris // Micrococcus luteus // Mycobacterium avium // Mycobacterium tuberculosis variant bovis // Mycolicibacterium farcinogenes // Mycobacterium intracellulare // Mycolicibacterium phlei // Mycolicibacterium smegmatis // Mycobacterium tuberculosis // Myxococcus fulvus // Odoribacter splanchnicus // Magnetospirillum fulvum // Magnetospirillum molischianum // Porphyromonas asaccharolytica // Porphyromonas levii // Rhodobacter capsulatus // Tsukamurella paurometabola	Bacteria <bacteria>
PWY-8557	TAX-28211	TAX-371731	Rhodobacter ferrooxidans	Alphaproteobacteria
PWY-6599	TAX-2759 // TAX-2	TAX-5702 // TAX-3873 // TAX-5699	Trypanosoma brucei // Lupinus luteus // Trypanosoma vivax	Eukaryota // Bacteria <bacteria>
PWY66-420	TAX-40674	TAX-9606	Homo sapiens	Mammalia
PWY-3561	TAX-2157 // TAX-2 // TAX-2759	TAX-3847 // TAX-3888 // TAX-3988 // ORG-5993	Glycine max // Pisum sativum // Ricinus communis // Arabidopsis thaliana	Archaea // Bacteria <bacteria> // Eukaryota
PWY2G6Z-2	TAX-666	TAX-243277	Vibrio cholerae O1	Vibrio cholerae
PWY1YI0-2	TAX-1117	TAX-84588	Parasynechococcus marenigrum	Cyanobacteriota
PWY-282	TAX-33090	ORG-5993	Arabidopsis thaliana	Viridiplantae
PWY-5905	TAX-2759	TAX-5807 // TAX-3701 // TAX-9606 // TAX-4097 // TAX-4081	Cryptosporidium parvum // Arabidopsis // Homo sapiens // Nicotiana tabacum // Solanum lycopersicum	Eukaryota
PWY-8389	TAX-4751	TAX-293382	Penicillium thymicola	Fungi
PWY-5958	TAX-16739 // TAX-23513	TAX-37565	Ruta graveolens	Piperaceae // Rutaceae
PWY-6539	TAX-3524	TAX-46142	Petiveria alliacea	Caryophyllales
PWY-7111	TAX-2157 // TAX-2759 // TAX-2	TAX-1423 // TAX-511145 // TAX-1358 // TAX-1245 // TAX-585 // TAX-4932 // TAX-100226 // TAX-2265 // ORG-6221	Bacillus subtilis // Escherichia coli // Lactococcus lactis // Leuconostoc mesenteroides // Proteus vulgaris // Saccharomyces cerevisiae // Streptomyces coelicolor // Thermococcus litoralis // Vibrio fluvialis	Archaea // Eukaryota // Bacteria <bacteria>
PWY-7437	TAX-2759	TAX-9606	Homo sapiens	Eukaryota
PWY-5748	TAX-4447 // TAX-91827	TAX-13447	Conium maculatum	Liliopsida // Gunneridae
PWY-7139	TAX-4143 // TAX-91888	TAX-4058 // TAX-300844 // TAX-4182 // TAX-300843	Catharanthus roseus // Sesamum alatum // Sesamum indicum // Sesamum radiatum	Lamiales // lamiids
PWY-5287	TAX-3398	TAX-54796 // TAX-3467 // TAX-3469 // TAX-3472 // ORG-5893 // ORG-5986	Argemone mexicana // Eschscholzia californica // Papaver somniferum // Sanguinaria canadensis // Corydalis vaginans // Thalictrum bulgaricum	Magnoliopsida
PWY-8051	TAX-33208	TAX-9606	Homo sapiens	Metazoa
PWY-6095	TAX-131567	TAX-97234	Dryopteris crassirhizoma	cellular organisms
PWY-8407	TAX-4751	TAX-746128	Aspergillus fumigatus	Fungi
PWY-7539	TAX-810	TAX-813	Chlamydia trachomatis	Chlamydia
PWY-8497	TAX-201174 // TAX-1117 // TAX-2818505	TAX-52 // TAX-1963	Chondromyces crocatus // Streptomyces olivochromogenes	Actinomycetota // Cyanobacteriota // Myxococcota
ARO-PWY	TAX-33682 // TAX-3041 // TAX-2763 // TAX-287987 // TAX-5204 // TAX-2836 // TAX-4762 // TAX-4890 // TAX-5794 // TAX-33090 // TAX-2	TAX-1423 // TAX-511145 // TAX-71421 // TAX-4102 // TAX-4932 // TAX-90371 // TAX-5811 // ORG-5993	Bacillus subtilis // Escherichia coli // Haemophilus influenzae // Petunia x hybrida // Saccharomyces cerevisiae // Salmonella enterica // Toxoplasma gondii // Arabidopsis thaliana	Euglenozoa // Chlorophyta // Rhodophyta // Nephridiophagaceae // Basidiomycota // Bacillariophyta // Oomycota // Ascomycota // Apicomplexa // Viridiplantae // Bacteria <bacteria>
PWY-7958	TAX-1892263	TAX-83542 // TAX-1930929	Fischerella muscicola // Fischerella sp. SAG 46.79	Hapalosiphonaceae
PWY-7638	TAX-2	TAX-1148	Synechocystis sp. PCC 6803	Bacteria <bacteria>
PWY-5404	TAX-4751 // TAX-3524	TAX-41956	Amanita muscaria	Fungi // Caryophyllales
PWY-5286	TAX-3398	TAX-35883 // TAX-4121	Ipomoea nil // Ipomoea purpurea	Magnoliopsida
PWY-6641	TAX-2	TAX-89187	Roseovarius nubinhibens	Bacteria <bacteria>
PWY-301	TAX-1224	TAX-1076	Rhodopseudomonas palustris	Pseudomonadota
PWY-7608	TAX-4751	TAX-5076	Penicillium chrysogenum	Fungi
PWY-7716	TAX-4751	TAX-162425 // TAX-5076	Aspergillus nidulans // Penicillium chrysogenum	Fungi
PWY-7573	TAX-2	TAX-206662	Streptomyces sp. FR-008	Bacteria <bacteria>
PWY-5410	TAX-3193	ORG-5993	Arabidopsis thaliana	Embryophyta
PWY-8498	TAX-1117	TAX-600778	Microcystis aeruginosa	Cyanobacteriota
PWY-5783	TAX-2759 // TAX-2 // TAX-2157	TAX-28028 // TAX-66892 // TAX-1830 // TAX-38312 // TAX-1829 // TAX-1833 // TAX-1822 // TAX-37333 // TAX-37329 // TAX-37326 // TAX-1824 // TAX-53972 // TAX-1828 // TAX-43767 // TAX-1725 // TAX-65058 // TAX-1724 // TAX-1719 // TAX-35755 // TAX-1717 // TAX-1702 // TAX-1703 // TAX-31943 // TAX-2045 // TAX-37931 // TAX-37929 // TAX-1280 // TAX-2250 // TAX-1299 // TAX-1270 // TAX-1618 // TAX-1473 // TAX-28068 // TAX-421628 // TAX-347 // TAX-346 // TAX-339 // TAX-274 // TAX-271 // TAX-40324 // TAX-106590 // TAX-520 // TAX-354 // TAX-51367 // TAX-644 // TAX-633 // TAX-615 // TAX-548 // TAX-585 // TAX-584 // TAX-2246 // TAX-29284 // TAX-2248 // TAX-69528 // TAX-2242 // TAX-511145	Corynebacterium flavescens // Streptomyces gardneri // Rhodococcus ruber // Rhodococcus rhodnii // Rhodococcus rhodochrous // Rhodococcus erythropolis // Nocardia vaccinii // Nocardia transvalensis // Nocardia farcinica // Nocardia brasiliensis // Nocardia asteroides // Rhodococcoides corynebacterioides // Rhodococcoides fascians // Prescottella equi // Corynebacterium xerosis // Corynebacterium ulcerans // Corynebacterium renale // Corynebacterium pseudotuberculosis // Corynebacterium kutscheri // Corynebacterium diphtheriae // Brevibacterium sterolicum // Brevibacterium linens // Brevibacterium iodinum // Pimelobacter simplex // Paenarthrobacter ureafaciens // Glutamicibacter nicotianae // Staphylococcus aureus // Halococcus morrhuae // Deinococcus radiodurans // Micrococcus luteus // Liquorilactobacillus mali // Virgibacillus pantothenticus // Rubrivivax gelatinosus // Ectothiorhodospira haloalkaliphila // Xanthomonas oryzae // Xanthomonas citri // Xanthomonas campestris // Thermus thermophilus // Thermus aquaticus // Stenotrophomonas maltophilia // Cupriavidus necator // Bordetella pertussis // Azotobacter vinelandii // Salinivibrio costicola // Aeromonas hydrophila // Yersinia pseudotuberculosis // Serratia marcescens // Klebsiella aerogenes // Proteus vulgaris // Proteus mirabilis // Haloferax volcanii // Halorubrum trapanicum // Halorubrum saccharovorum // Halobacterium sp. NCIMB 763 // Halobacterium salinarum // Escherichia coli	Eukaryota // Bacteria <bacteria> // Archaea
PWY66-388	TAX-33208	TAX-9606 // TAX-10116	Homo sapiens // Rattus norvegicus	Metazoa
PWY-5871	TAX-2759	TAX-78600 // TAX-166108 // TAX-2219007 // TAX-180787 // TAX-310490 // TAX-74037 // TAX-69888 // TAX-34384 // TAX-5104 // TAX-5105 // TAX-51566 // TAX-51567 // TAX-51574 // TAX-51577 // TAX-6239 // TAX-34125 // TAX-37239 // TAX-4903 // TAX-1916091 // TAX-198662 // TAX-63405 // TAX-10090 // TAX-7370 // TAX-63401 // TAX-63402 // TAX-1524823 // TAX-119676 // TAX-65487 // TAX-231010 // TAX-336994 // TAX-180788 // TAX-45433 // TAX-1592208 // TAX-78604 // TAX-1324776 // TAX-64459 // TAX-200324 // TAX-10114 // TAX-10116 // TAX-283036 // TAX-113410 // TAX-5086 // TAX-5087 // TAX-5088 // TAX-63400 // TAX-523103 // TAX-63406 // TAX-33188 // TAX-4952 // ORG-5993	Apinisia graminicola // Arachnomyces minimus // Arachnomyces peruvianus // Arachnotheca glomerata // Arthroderma borellii // Arthroderma curreyi // Arthroderma quadrifidum // Arthrodermataceae // Ascosphaera // Ascosphaera apis // Ascosphaera asterophora // Ascosphaera atra // Ascosphaera major // Ascosphaera proliperda // Caenorhabditis elegans // Cladophora // Ctenomyces serratus // Cyberlindnera jadinii // Lophophyton gallinae // Melampsora epitea // Microsporum canis // Mus musculus // Musca domestica // Nannizzia fulva // Nannizzia gypsea // Nannizzia incurvata // Nannizzia nana // Nannizzia persicolor // Nannizzia racemosa // Nothopucciniastrum boehmeriae // Onygena corvina // Onygena equina // Paraphyton cookei // Pectinotrichum llanense // Penicillium malachiteum // Pieris rapae // Puccinia coronata f. sp. avenae // Rattus // Rattus norvegicus // Sander vitreus // Shanorella spirotricha // Thermoascus // Thermoascus aurantiacus // Thermoascus crustaceus // Trichophyton benhamiae // Trichophyton mentagrophytes // Trichophyton simii // Uncinocarpus reesii // Yarrowia lipolytica // Arabidopsis thaliana	Eukaryota
PWY-1801	TAX-2759 // TAX-2	TAX-511145 // TAX-9606 // TAX-266 // TAX-34007 // TAX-1063 // TAX-4932	Escherichia coli // Homo sapiens // Paracoccus denitrificans // Paracoccus versutus // Cereibacter sphaeroides // Saccharomyces cerevisiae	Eukaryota // Bacteria <bacteria>
PWY-7464	TAX-3398	TAX-85439	Delphinium grandiflorum	Magnoliopsida
PWY0-43	TAX-1224	TAX-511145	Escherichia coli	Pseudomonadota
PEPTIDOGLYCANSYN-PWY	TAX-2	TAX-1392 // TAX-1423 // TAX-1697 // TAX-1717 // TAX-1718 // TAX-1719 // TAX-511145 // TAX-1422 // TAX-1404 // TAX-1752 // TAX-287 // TAX-1673 // TAX-369942	Bacillus anthracis // Bacillus subtilis // Corynebacterium ammoniagenes // Corynebacterium diphtheriae // Corynebacterium glutamicum // Corynebacterium pseudotuberculosis // Escherichia coli // Geobacillus stearothermophilus // Priestia megaterium // Propionibacterium freudenreichii // Pseudomonas aeruginosa // Rhizobium viscosum // Sinomonas albida	Bacteria <bacteria>
