Pathways	Object ID	Ontology - pathway type	Key-Reactions	Reaction-List	EC-Number
PWY0-1577	PWY0-1577	Energy-Metabolism		RXN0-7399 // DIMESULFREDUCT-RXN	EC-1.12.5.1 // EC-1.8.5.3
PWY-6527	PWY-6527	Carbohydrates-Degradation		GLUC1PURIDYLTRANS-RXN // GALACTOKIN-RXN // GALACTURIDYLYLTRANS-RXN // RXN-11502 // RXN-11501 // UDPGLUCEPIM-RXN // UTPHEXPURIDYLYLTRANS-RXN	EC-2.7.7.64 // EC-2.7.7.9 // EC-2.7.1.6 // EC-2.7.7.12 // EC-3.2.1 // EC-3.2.1.22 // EC-5.1.3.2 // EC-2.7.7.10
PWY-8334	PWY-8334	Carbohydrates-Degradation	RXN-22816	RXN-22816 // 1.1.1.250-RXN // D-RIBULOKIN-RXN	EC-1.1.1.21 // EC-1.1.1.250 // EC-2.7.1.16 // EC-2.7.1.47
PWY-6659	PWY-6659	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-15604 // RXN-15603 // RXN-15602 // RXN-15601 // RXN-15600 // RXN-15599 // RXN-10632 // FARNESYLTRANSTRANSFERASE-RXN	EC-2.5.1 // EC-1.1.1 // EC-1.14.20 // EC-4.2.3.43 // EC-2.5.1.29
PWY-6520	PWY-6520	Polyprenyl-Biosynthesis		RXN-11486	EC-2.5.1.85
PWY-6015	PWY-6015	AROMATIC-COMPOUNDS-BIOSYN		RXN-4981 // VITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN // RXN-9705 // RXN-9704	EC-2.1.1.153 // EC-2.4.1.105 // EC-2.4.1
PWY-6400	PWY-6400	HORMONE-DEG		RXN-11073 // RXN-11071	
PWY-7507	PWY-7507	SECONDARY-METABOLITE-BIOSYNTHESIS		RETICULINE-OXIDASE-RXN // 2.1.1.117-RXN // 1.1.3.36-RXN // RXN-13806 // RXN-15543 // RXN-15542 // RXN-15541 // RXN-13828 // 1.14.13.37-RXN	EC-1.21.3.3 // EC-2.1.1.117 // EC-1.14.19.68 // EC-2.1.1.122 // EC-1.3.1.107 // EC-1.5.3.12 // EC-1.14.14 // EC-1.14.14.97
GLUDEG-II-PWY	GLUDEG-II-PWY	Amino-Acid-Degradation // Super-Pathways // Energy-Metabolism		HYDROG-RXN // RXN-16834 // PYRUFLAVREDUCT-RXN // PWY-5087 // CENTFERM-PWY	EC-1.12.7.2 // EC-1.3.1.109 // EC-1.2.7.1
PWY185E-5	PWY185E-5	Glycan-Pathways // Cell-Structure-Biosynthesis		RXN185E-43 // RXN185E-42 // RXN185E-41 // 5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	EC-2.7.8 // EC-2.7.7 // EC-2.4.2.28
PWY-7681	PWY-7681	AROMATIC-COMPOUNDS-DEGRADATION		RXN-16792	EC-1.14.12.23
PWY-6899	PWY-6899	Cofactor-Biosynthesis	RXN-12613	RXN-12613 // RXN-12612	EC-3.5.99.2 // EC-3.5.1
PWY2B4Q-8	PWY2B4Q-8	Glycan-Pathways // Cell-Structure-Biosynthesis // Lipid-Biosynthesis // Carbohydrates-Biosynthesis		RXN2B4Q-67 // RXN2B4Q-65 // RXN2B4Q-64 // RXN2B4Q-63 // RXN2B4Q-60 // RXN2B4Q-61 // RXN2B4Q-62	EC-7.5.2.6 // EC-2.4.1
PWY-8501	PWY-8501	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-24413 // RXN-24411 // RXN-24404 // RXN-24408 // RXN-24410 // RXN-24400 // RXN-24402	EC-2.4.1
PWY-5994	PWY-5994	Lipid-Biosynthesis		RXN-21717 // RXN66-644 // RXN66-643 // RXN66-642 // RXN66-641 // RXN66-640 // RXN66-639 // RXN66-638 // RXN66-637 // RXN66-636 // RXN66-635 // RXN66-634 // RXN66-633 // RXN66-632 // RXN66-631 // RXN66-630 // RXN66-629 // RXN66-628 // RXN66-627 // RXN66-626 // RXN66-625 // RXN66-624 // RXN66-623 // RXN66-622 // RXN66-621 // RXN66-620 // RXN66-619 // RXN66-618 // RXN66-617 // RXN66-616 // RXN66-614	EC-2.3.1 // EC-3.1.2.14 // EC-2.3.1.85 // EC-2.3.1.86 // EC-3.1.2.21
PWY-8185	PWY-8185	Amino-Acid-Degradation // Energy-Metabolism		RXN-21794 // RXN-19534 // BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-1.2.7.7 // EC-2.6.1.6 // EC-2.6.1.42
PWY-6585	PWY-6585	Metabolic-Clusters // HORMONE-SYN // SECONDARY-METABOLITE-BIOSYNTHESIS		3-OXOLAURATE-DECARBOXYLASE-RXN // RXN-15283 // RXN-15282 // RXN-15281 // RXN-15280 // RXN-11669	EC-4.1.1.56 // EC-3.1.2
PWY-6960	PWY-6960	CARBOXYLATES-DEG		RXN-12875 // RXN-12869 // RXN-12872 // RXN-12873 // RXN-12874 // RXN-12440	EC-1.11.1.11
PWY-7805	PWY-7805	Noncarbon-Nutrients		INORGPYROPHOSPHAT-RXN // ADENPRIBOSYLTRAN-RXN // RXN0-1401 // RXN0-6710 // RXN-17956 // RXN-17955 // RXN-17954 // RXN0-7014	EC-3.6.1.1 // EC-2.4.2.7 // EC-2.7.4.23 // EC-3.1.4.55 // EC-4.7.1.1 // EC-3.6.1.63 // EC-2.7.8.37 // EC-2.3.1.280
PWY-5692	PWY-5692	AMINE-DEG // Super-Pathways		PWY-5698 // URUR-RXN // UREIDOGLYCOLATE-HYDROLASE-RXN	EC-3.5.3.26 // EC-3.5.1.116
PWY-7995	PWY-7995	AROMATIC-COMPOUNDS-BIOSYN		RXN-19652 // RXN-12616 // RXN66-587 // RXN-7650 // RXN-11583	EC-1.14.14.M29 // EC-2.1.1.42 // EC-1.14.14.82 // EC-1.14.19.76
PWY-6897	PWY-6897	Super-Pathways // Cofactor-Biosynthesis	THIAZOLSYN3-RXN	PWY-6910 // THI-P-KIN-RXN // THI-P-SYN-RXN // THIAZOLSYN3-RXN	EC-2.7.4.16 // EC-2.5.1.3 // EC-2.7.1.50
PWY-7092	PWY-7092	SECONDARY-METABOLITE-DEGRADATION		RXN-11733 // RXN-9674 // RXN-13603	EC-4.1.2.46 // EC-3.2.1.21
PWY-7711	PWY-7711	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-17037 // RXN-17036 // RXN-17035 // RXN-17034 // RXN-17033 // RXN-17032 // RXN-17031 // RXN-17030 // RXN-17029 // TRICHODIENE-SYNTHASE-RXN	EC-2.3.1 // EC-1.14.14 // EC-4.2.3.6
PWY-8594	PWY-8594	Noncarbon-Nutrients		3.5.3.21-RXN // RXN-25412 // RXN-25406	EC-3.5.1.141
PWY-6278	PWY-6278	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-10641 // RXN-10640	EC-4.2.3.74
ARGSYN-PWY	ARGSYN-PWY	Super-Pathways // Amino-Acid-Biosynthesis	ACETYLORNDEACET-RXN	GLUTORN-PWY // CARBPSYN-RXN // ORNCARBAMTRANSFER-RXN // ARGSUCCINLYA-RXN // ARGSUCCINSYN-RXN	EC-6.3.5.5 // EC-2.1.3.3 // EC-4.3.2.1 // EC-6.3.4.5
PWY-5963	PWY-5963	Cofactor-Biosynthesis		RXN-8351	EC-2.8.1.9
PWY0-1182	PWY0-1182	Carbohydrates-Degradation	TREHALA-RXN	GLUCOKIN-RXN // TREHALA-RXN	EC-2.7.1.1 // EC-2.7.1.2 // EC-3.2.1.28
PWY-8384	PWY-8384	COFACTOR-DEGRADATION		RXN-23318 // 3.5.1.66-RXN // 5-PYRIDOXATE-DIOXYGENASE-RXN // RXN-19620 // RXN-19621 // PYRIDOXINE-5-DEHYDROGENASE-RXN	EC-3.1.1 // EC-3.5.1.66 // EC-1.14.13.241 // EC-1.2.1.102 // EC-1.1.1.416 // EC-1.1.99.9
PWY-5294	PWY-5294	Noncarbon-Nutrients // Super-Pathways		RXN-8174 // PWY-5285 // RXN-10851 // PWY-5276 // SULFUROX-PWY // FESULFOX-PWY // P222-PWY	
PWY-1581	PWY-1581	Cofactor-Biosynthesis		RXN-2762 // RXN-2761 // 4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	EC-2.1.1.295 // EC-2.5.1.117 // EC-1.13.11.27
PWY-5751	PWY-5751	AROMATIC-COMPOUNDS-BIOSYN		RXN-10817 // RXN-13536 // RXN-8990 // RXN-7700 // PHENYLALANINE-DECARBOXYLASE-RXN	EC-1.4.3.21 // EC-1.4.3.4 // EC-1.1.1 // EC-4.1.1.109 // EC-1.1.1.1 // EC-4.1.1.28 // EC-4.1.1.53
KDO-NAGLIPASYN-PWY	KDO-NAGLIPASYN-PWY	Super-Pathways // Glycan-Pathways // Cell-Structure-Biosynthesis // Lipid-Biosynthesis		PWY-1269 // MYRPALMTRAN-RXN // PALMITOTRANS-RXN // MYRISTOYLACYLTRAN-RXN // LAUROYLACYLTRAN-RXN // NAGLIPASYN-PWY // KDOSYN-PWY	EC-2.3.1.243 // EC-2.3.1.242 // EC-2.3.1.241
PWY-7253	PWY-7253	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-14427 // RXN-14426 // RXN-14425	EC-2.4.1 // EC-1.14.20 // EC-1.1.1.234
PWY-6287	PWY-6287	SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-8022	RXNARA-8002 // RXN-8024 // RXN-8023 // 2.5.1.32-RXN // RXN-8022	
PWY3O-246	PWY3O-246	Alcohol-Degradation		RR-BUTANEDIOL-DEHYDROGENASE-RXN	EC-1.1.1.4
DISSULFRED-PWY	DISSULFRED-PWY	Noncarbon-Nutrients // Energy-Metabolism		RXN-23227 // RXN-17804 // RXN-17803 // ADENYLYLSULFATE-REDUCTASE-RXN // SULFATE-ADENYLYLTRANS-RXN	EC-1.8.5.10 // EC-1.8.1.22 // EC-1.8.99.2 // EC-2.7.7.4
PWY-7347	PWY-7347	Carbohydrates-Biosynthesis		PGLUCISOM-RXN // SUCROSE-PHOSPHATASE-RXN // SUCROSE-PHOSPHATE-SYNTHASE-RXN	EC-5.3.1.9 // EC-3.1.3.24 // EC-2.4.1.14
PWY-5461	PWY-5461	SECONDARY-METABOLITE-DEGRADATION		RXN-8635	EC-1.11.1.7
PWY-6126	PWY-6126	Super-Pathways // Nucleotide-Biosynthesis		PWY-7220 // PWY-7219	
PWY-6392	PWY-6392	Other-biosynthesis		RXN-11034	EC-1.1.1
PWY-8030	PWY-8030	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-20166 // 1.1.3.32-RXN // 1.14.21.2-RXN // RETICULINE-OXIDASE-RXN	EC-1.3.3.8 // EC-1.14.19.64 // EC-1.14.19.65 // EC-1.21.3.3
PWY-8575	PWY-8575	Cofactor-Biosynthesis		RXN-25181 // RXN-17473 // RXN-17472 // DETHIOBIOTIN-SYN-RXN	EC-2.6.1.127 // EC-6.3.3.3
PWY-8340	PWY-8340	AROMATIC-COMPOUNDS-BIOSYN		RXN-9081	EC-2.4.1.M79
PWY-6174	PWY-6174	SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-10067	RXN-10068 // RXN-10067 // IPPISOM-RXN // MEVALONATE-KINASE-RXN // 1.1.1.34-RXN // HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN // ACETYL-COA-ACETYLTRANSFER-RXN	EC-2.7.4.26 // EC-4.1.1.99 // EC-5.3.3.2 // EC-2.7.1.36 // EC-1.1.1.34 // EC-2.3.3.10 // EC-2.3.1.16 // EC-2.3.1.9
PWY0-1261	PWY0-1261	Other-Degradation	RXN0-4641	RXN-17391 // TRANS-RXN0-226 // UDPNACETYLMURAMATEDEHYDROG-RXN // UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN // RXN0-2361 // RXN0-5227 // NAG1P-URIDYLTRANS-RXN // 2.3.1.157-RXN // 5.4.2.10-RXN // NAG6PDEACET-RXN // RXN0-5225 // RXN0-5226 // RXN0-4621 // RXN0-4641	EC-4.2.2.29 // EC-1.3.1.98 // EC-2.5.1.7 // EC-6.3.2.45 // EC-3.4.17.13 // EC-2.7.7.23 // EC-2.3.1.157 // EC-5.4.2.10 // EC-3.5.1.25 // EC-3.5.1.28 // EC-3.2.1.52 // EC-2.7.1.170 // EC-4.2.1.126
PWY-5424	PWY-5424	Super-Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS		PWY-5425 // PWY-5423	
PWY-8232	PWY-8232	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis		RXN-22171 // RXN-22170 // RXN-22166 // RXN-22167 // RXN-22168 // RXN-22169 // GLCNACPTRANS-RXN // RXN-14572	EC-2.4.99.27 // EC-7.5.99.a // EC-2.4.1 // EC-2.7.8.33 // EC-5.1.3.26
PWY-7825	PWY-7825	AROMATIC-COMPOUNDS-DEGRADATION		JUGLONE-3-MONOOXYGENASE-RXN // RXN-17964 // RXN-17965	EC-1.17.3.4 // EC-1.1.1.M32
PWY-5178	PWY-5178	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways		PWY-5420 // PWY-5162 // P183-PWY // PWY-2503 // TOLUENE-DEG-CATECHOL-PWY	
PWY-7691	PWY-7691	Lipid-Biosynthesis		RXN-16880 // RXN-16881	EC-2.1.1
PWY-8357	PWY-8357	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-23030 // RXN-23029 // RXN-16138 // RXN66-510 // RXN-23005 // RXN-23024	EC-1.11.1.12 // EC-1.13.11.33 // EC-3.1.1.4
PWY-6134	PWY-6134	Amino-Acid-Biosynthesis		RXN66-569	EC-1.14.16.1
PWY-8199	PWY-8199	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis		RXN-21853 // RXN-22035 // TRANS-RXN-433 // RXN-21851 // TRANS-RXN-434 // RXN-21843 // RXN-21852 // RXN-21844 // 2.7.8.6-RXN	EC-2.4.1.60 // EC-2.4.99.27 // EC-7.5.99.a // EC-2.4.1.378 // EC-2.4.1.383 // EC-2.4.1.377 // EC-2.7.8.6
PWY-7179-1	PWY-7179-1	NUCLEO-DEG		ADDALT-RXN // DEOXYGUANPHOSPHOR-RXN // DEOXYINOPHOSPHOR-RXN	EC-3.5.4.4 // EC-2.4.2.1
NAD-BIOSYNTHESIS-II	NAD-BIOSYNTHESIS-II	Cofactor-Biosynthesis	RXN-5841 // NADPYROPHOSPHAT-RXN	RXN-5841 // RXN-5822 // NADPYROPHOSPHAT-RXN	EC-3.1.3.5 // EC-3.1.3.1 // EC-3.1.3.108 // EC-3.6.1.22
PWY-7216	PWY-7216	Storage-Compounds-Biosynthesis		RXN-14251 // RXN-14255 // RXN-11662 // ACETYL-COA-ACETYLTRANSFER-RXN // RXN-5901	EC-3.1.2 // EC-1.1.1.35 // EC-2.3.1.16 // EC-2.3.1.9 // EC-1.1.1.36
PWY-8134	PWY-8134	CARBOXYLATES-DEG // Fatty-Acid-and-Lipid-Degradation		1.1.1.52-RXN // RXN-21341 // RXN-21340 // RXN-21344 // RXN-17419 // RXN-17416 // RXN-21343 // RXN-21342	EC-1.1.1.52 // EC-1.3.1.114 // EC-2.8.3.25 // EC-4.2.1.M3 // EC-1.3.1.116 // EC-1.1.1.395 // EC-6.2.1.7
PWY-6353	PWY-6353	NUCLEO-DEG // Super-Pathways	RXN0-5199 // XANTHOSINEPHOSPHORY-RXN // RXN0-901 // RXN-7682 // INOPHOSPHOR-RXN	PWY-5695 // PWY-6608 // SALVADEHYPOX-PWY	
PWY-8118	PWY-8118	SECONDARY-METABOLITE-DEGRADATION		RXN-21199 // RXN-21198 // RXN-21197 // RXN-21196 // RXN-21191 // RXN-21195 // RXN-21192 // RXN-21193 // RXN-21194 // RXN-21190	EC-1.3.3.16 // EC-6.2.2.2
PWY-3961	PWY-3961	Cofactor-Biosynthesis		PANTOTHENATE-KIN-RXN // RXN-6401 // 1.1.1.168-RXN	EC-2.7.1.33 // EC-4.3.3 // EC-1.1.1.358 // EC-1.1.1.168 // EC-1.1.1.214
PWY-6461	PWY-6461	Cell-Structure-Biosynthesis		RXN-11338 // RXN-11342	EC-6.3.1 // EC-6.3.1.12
PWY3O-355	PWY3O-355	Lipid-Biosynthesis		RXN-20770 // RXN-20769 // RXN-9624 // RXN3O-5293 // RXN3O-1803 // RXN3O-5304	EC-2.3.1.86 // EC-3.1.2.2
PWY-7468	PWY-7468	AROMATIC-COMPOUNDS-BIOSYN		RXN-11660	EC-2.4.1
PWY-8166	PWY-8166	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-21592 // RXN-25262 // RXN-21589 // RXN-21590 // RXN-21591	EC-3.1.2.34 // EC-2.3.1.336 // EC-1.13.12 // EC-4.1.1.131
PWY-6557	PWY-6557	Protein-Modification // Glycan-Pathways // Carbohydrates-Biosynthesis		2.4.1.135-RXN // 2.4.1.134-RXN // 2.4.1.133-RXN // 2.4.2.26-RXN	EC-2.4.1.135 // EC-2.4.1.134 // EC-2.4.1.133 // EC-2.4.2.26
PWY-6401	PWY-6401	AROMATIC-COMPOUNDS-BIOSYN		RXN-16236 // RXN-16235 // RXN-16234 // RXN-16233 // RXN-16232 // RXN-8010 // RXN-11086 // RXN-11087 // RXN-11084 // RXN-11085 // RXN-11083	EC-1.11.2 // EC-2.4.1
PWY-6998	PWY-6998	Nucleotide-Alditols-Biosynthesis		RXN-13105 // RXN-13104	EC-2.7.7
PWY-7340	PWY-7340	Fatty-Acid-and-Lipid-Degradation		RXN-14804 // RXN-14803 // RXN-14802 // RXN-14801 // RXN-14800 // RXN-14799 // RXN-14798 // RXN-14797 // RXN-14796 // RXN-14795	EC-5.3.3.8 // EC-2.3.1.16 // EC-1.1.1.M19 // EC-4.2.1.119 // EC-1.3.3.6
PWY-5740	PWY-5740	Carbohydrates-Biosynthesis		RXN-15217 // RXN-15218 // GDPMANDEHYDRA-RXN // RXN-8955 // RXN-8954	EC-4.2.1.47 // EC-1.1.1.356
PWY-7367	PWY-7367	Fatty-Acid-and-Lipid-Degradation		3.1.4.2-RXN // RXN-14899	EC-3.1.4.2 // EC-3.1.1
PWY-7616	PWY-7616	Alcohol-Degradation // Super-Pathways	RXN0-3281 // 1.2.1.66-RXN	METHANOL-DEHYDROGENASE-RXN // RXN0-3281 // FORMALDEHYDE-DEHYDROGENASE-RXN // PWY1G-170	EC-1.1.1.244 // EC-1.17.98.4 // EC-1.2.1.46
PWY-8240	PWY-8240	Super-Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS // Lipid-Biosynthesis		PWY-8239 // PWY-8238	
PWY-5312	PWY-5312	Super-Pathways // AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-8177 // PWY-5139 // PWY-5268	EC-2.4.1
PWY-5174	PWY-5174	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-7979 // RXN-7946 // RXN-7947	EC-5.3.99.8
PWY-7409	PWY-7409	Lipid-Biosynthesis		RXN-15067 // RXN-14160 // RXN-15035 // RXN-15036	EC-3.1.1.4 // EC-3.1.4.46 // EC-3.1.4.2 // EC-3.1.1.5 // EC-2.3.1.23
PWY-7633	PWY-7633	AROMATIC-COMPOUNDS-BIOSYN // Other-biosynthesis		RXN-16373	EC-2.4.1
PWY2B4Q-6	PWY2B4Q-6	Glycan-Pathways // Cell-Structure-Biosynthesis		RXN2B4Q-55 // RXN2B4Q-54	EC-2.4.99.13 // EC-2.4.99.12
PWY-7594	PWY-7594	Lipid-Biosynthesis		RXN-16069	EC-1.14.19.46
PWY-7832	PWY-7832	Protein-Modification // Glycan-Pathways // Carbohydrates-Biosynthesis		RXN-18259 // RXN-18242 // RXN-18247 // RXN-18246 // RXN-18244 // RXN-18252 // RXN-18257 // RXN-18256 // RXN-18234 // 2.4.1.65-RXN	EC-2.4.1.86 // EC-2.4.1.40 // EC-2.4.1.65 // EC-2.4.1.37 // EC-2.4.3.2 // EC-2.4.1.69
PWY-6163	PWY-6163	Carboxylate-Biosynthesis		3-DEHYDROQUINATE-DEHYDRATASE-RXN // SHIKIMATE-5-DEHYDROGENASE-RXN // SHIKIMATE-KINASE-RXN // 2.5.1.19-RXN // CHORISMATE-SYNTHASE-RXN	EC-4.2.1.10 // EC-1.1.1.25 // EC-2.7.1.71 // EC-2.5.1.19 // EC-4.2.3.5
PWY-3481	PWY-3481	Super-Pathways // Amino-Acid-Biosynthesis		PWY-3462 // PWY-3461	
PWY-6668	PWY-6668	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-8620 // RXN-10441	EC-1.14.14.58 // EC-4.2.3.144
PWY-6327	PWY-6327	Noncarbon-Nutrients // Energy-Metabolism		RXN-25182 // RXN-25183	
PWY-6940	PWY-6940	Lipid-Biosynthesis		RXN-12755	EC-1.14.19.25
PWY-1061	PWY-1061	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis		RXN-2081 // 2.4.1.43-RXN	EC-2.1.1 // EC-2.4.1.43
PWY-7855	PWY-7855	AMINE-DEG		RXN-18427 // R101-RXN // RXN-18397 // RXN-18396	EC-1.2.1.M5 // EC-2.6.1.76 // EC-3.5.4.44 // EC-3.5.1.125
PWY-6535	PWY-6535	AMINE-DEG		SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // GABATRANSAM-RXN	EC-1.2.1.24 // EC-2.6.1.19
PWY-4922	PWY-4922	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-7404 // 6-HYDROXYMELLEIN-O-METHYLTRANSFERASE-RXN // RXN-7405	EC-2.3.1 // EC-2.1.1.108
PWY-5248	PWY-5248	Energy-Metabolism		RXN-8101 // RXN-8100	EC-2.1.1.247 // EC-2.1.1.249
PWY-5170	PWY-5170	AROMATIC-COMPOUNDS-DEGRADATION		RXN-8017 // RXN-8016 // RXN-8015	EC-3.5.4.45
PWY8J2-20	PWY8J2-20	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-14311 // RXN-14312 // RXN8J2-80	EC-1.14.15.13 // EC-2.3.2.22
PWY-6906-1	PWY-6906-1	Polymer-Degradation // Carbohydrates-Degradation		RXN-15096 // TRANS-RXN-513 // GLUCOSAMINE-KINASE-RXN // RXN-12629 // N-ACETYLGLUCOSAMINE-KINASE-RXN // GLUCOSAMINE-6-P-DEAMIN-RXN // NAG6PDEACET-RXN // PHOSACETYLGLUCOSAMINEMUT-RXN // RXN-12627	EC-2.7.1.196 // EC-2.7.1.8 // EC-3.2.1 // EC-2.7.1.59 // EC-3.5.99.6 // EC-3.5.1.25 // EC-5.4.2.3 // EC-2.4.1.280
PWY-7114	PWY-7114	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-13701 // RXN-13696 // RXN-13695 // RXN-13694 // RXN-13693 // RXN-13692 // RXN-13691	EC-3.2.1.149
PWY-7579	PWY-7579	Tetrapyrrole-Biosynthesis	RXN-15990	RXN-17523 // RXN-15990 // RXN-15985 // 1.3.7.2-RXN // 1.3.7.3-RXN	EC-1.14.15.20 // EC-4.4.1.33 // EC-5.2.1 // EC-1.3.7.2 // EC-1.3.7.3
PWY-6698	PWY-6698	CARBOXYLATES-DEG		OXALATE-DECARBOXYLASE-RXN	EC-4.1.1.2
PWY-8576	PWY-8576	CARBOXYLATES-DEG		2.6.1.35-RXN // RXN-25206 // RXN-25205 // 3-HYDROXYASPARTATE-ALDOLASE-RXN // RXN0-7229	EC-2.6.1.35 // EC-1.4.1.29 // EC-4.2.1.184 // EC-4.1.3.41 // EC-1.1.99.14
PWY-7336	PWY-7336	Carbohydrates-Biosynthesis	RXN-16259	RXN-16259 // 1.1.1.136-RXN	EC-5.1.3.45 // EC-1.1.1.136
PWYQT-4429	PWYQT-4429	C1-COMPOUNDS		RXN0-5224 // PEPCARBOX-RXN	EC-4.2.1.1 // EC-4.1.1.31
PWY-8345	PWY-8345	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-22951 // RXN-22950 // RXN-22944 // RXN-22945 // RXN-22943 // RXN-22946 // RXN-22949 // RXN-22948 // RXN-22947 // RXN-19068 // RXN-17146	EC-1.14.19 // EC-2.5.1.106 // EC-6.2.1.53 // EC-6.2.1.73
PWY-2421	PWY-2421	AROMATIC-COMPOUNDS-DEGRADATION // HORMONE-DEG		RXN-20920 // RXN-14711 // RXN-3941	EC-1.14.13.235 // EC-1.14.13
PWY-8119	PWY-8119	SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-21200	TRANS-RXN-394 // RXN-21204 // RXN-21200	EC-3.4.24 // EC-6.2.2.2 // EC-1.3.3.16
CITRULLINE-DEG-PWY	CITRULLINE-DEG-PWY	Amino-Acid-Degradation	ORNCARBAMTRANSFER-RXN	RXN-19659 // RXN-14196 // ORNCARBAMTRANSFER-RXN	EC-2.1.3.3
PWY-7084	PWY-7084	Noncarbon-Nutrients // Super-Pathways // Energy-Metabolism		RXN-13570 // AMMOXID-PWY // RXN-12130 // NITRITE-REDUCTASE-CYTOCHROME-RXN // NITRIC-OXIDE-REDUCTASE-RXN	EC-1.7.2.9 // EC-1.7.2.4 // EC-1.7.2.1 // EC-1.7.2.5
GALACTARDEG-PWY	GALACTARDEG-PWY	CARBOXYLATES-DEG		GKI-RXN // GALACTARDEHYDRA-RXN // TSA-REDUCT-RXN // KDGALDOL-RXN	EC-2.7.1.165 // EC-4.2.1.42 // EC-1.1.1.60 // EC-4.1.2.20
PWY-6440	PWY-6440	AMINE-DEG		RXN-6423 // RXN-10747 // RXN-6425 // RXN-6424 // RXN-6421	EC-1.5.3.14
PWY-5254	PWY-5254	Cofactor-Biosynthesis		RXN-15949 // RXN-15947 // RXN-15945 // RXN-15944 // RXN-15946 // TYROSINE-DECARBOXYLASE-RXN // RXN-8123 // RXN-8119	EC-6.3.4.24 // EC-2.5.1.131 // EC-2.7.4.31 // EC-4.2.3.153 // EC-4.1.1.28 // EC-4.1.1.25 // EC-2.6.1.108
SALVADEHYPOX-PWY	SALVADEHYPOX-PWY	NUCLEO-DEG	ADENODEAMIN-RXN	AMP-DEPHOSPHORYLATION-RXN // RXN-7682 // RXN0-901 // ADENODEAMIN-RXN // INOPHOSPHOR-RXN	EC-3.1.3.5 // EC-1.17.1.4 // EC-3.5.4.4 // EC-2.4.2.1
PWY-2721	PWY-2721	Carbohydrates-Degradation		BETA-PHOSPHOGLUCOMUTASE-RXN // 2.4.1.216-RXN	EC-5.4.2.6 // EC-2.4.1.216
PWY-5048	PWY-5048	AROMATIC-COMPOUNDS-BIOSYN		PHENYLALANINE-AMMONIA-LYASE-RXN // TRANS-CINNAMATE-4-MONOOXYGENASE-RXN // 4-COUMARATE--COA-LIGASE-RXN // 1.1.1.222-RXN // TYROSINE-AMINOTRANSFERASE-RXN // RXN-7629 // RXN-7628 // RXN-7631 // RXN-7626 // RXN-7630	EC-4.3.1.25 // EC-4.3.1.24 // EC-1.14.14.91 // EC-6.2.1.12 // EC-1.1.1.237 // EC-2.6.1.1 // EC-2.6.1.57 // EC-2.6.1.5 // EC-2.6.1.27 // EC-1.14.14 // EC-2.3.1
PWY-5417	PWY-5417	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways		PWY-2361 // CATECHOL-ORTHO-CLEAVAGE-PWY	
PWY0-1533	PWY0-1533	Noncarbon-Nutrients		RXN0-1401 // RXN0-6710 // RXN0-6734 // RXN0-6733 // RXN0-6732	EC-2.7.4.23 // EC-3.1.4.55 // EC-4.7.1.1 // EC-3.6.1.63 // EC-2.7.8.37
PWY0-1527	PWY0-1527	SECONDARY-METABOLITE-DEGRADATION		RXN0-6677 // RXN0-6676	
PWY-283	PWY-283	AROMATIC-COMPOUNDS-DEGRADATION		BENZOATE--COA-LIGASE-RXN	EC-6.2.1.25
