	Pathways	Common-Name	Common-Name2	Classification	Object ID_x	Ontology - pathway type_x	Key-Reactions	Reaction-List	EC-Number	Object ID_y	Names	Enzymes of pathway	Reactions of pathway	Ontology - pathway type_y	Ontology -  all instances of class
2571	PWY0-823	Escherichia coli	Bacteria <bacteria>	Bacteria	PWY0-823	Amino-Acid-Degradation		AGMATIN-RXN;ARGDECARBOX-RXN	EC-3.5.3.11;EC-4.1.1.19	PWY0-823	L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	ARGDECARBOXDEG-CPLX // ARGDECARBOXBIO-CPLX // AGMATIN-CPLX	AGMATIN-RXN // ARGDECARBOX-RXN	Amino-Acid-Degradation	
2572	PWY-6220	Arabidopsis thaliana	Viridiplantae	Non-Bacteria	PWY-6220	HORMONE-SYN		RXN-10456;RXN-10455;RXN-10457;RXN-10459;RXN-10439	EC-6.3.2.52	PWY-6220	jasmonoyl-amino acid conjugates biosynthesis I // JA-amino acid conjugates biosynthesis // jasmonate-amino acid conjugates biosynthesis // jasmonyl-amino acid conjugates biosynthesis // jasmonoyl-amino acid biosynthesis	AT2G46370-MONOMER	RXN-10456 // RXN-10455 // RXN-10457 // RXN-10459 // RXN-10439	HORMONE-SYN	
2573	PWY-7128	"Brucella rhizosphaerae,Shinella sp. HZN7,Agrobacterium tumefaciens"	Bacteria <bacteria>	Bacteria	PWY-7128	Other-Degradation		MALEATE-ISOMERASE-RXN;RXN-646;RXN-11318;1.13.11.9-RXN;RXN-16530;RXN-16529;RXN-16527;RXN-16526;RXN-13081;NICOTINE-DEHYDROGENASE-RXN	EC-5.2.1.1;EC-3.5.1.107;EC-3.5.1.106;EC-1.13.11.9;EC-1.2.1;EC-1.4.98.M1;EC-1.14.13.163;EC-1.5.99.4	PWY-7128	nicotine degradation III (VPP pathway)	MONOMER-17709 // MONOMER-17711 // MONOMER-17710 // MONOMER-17712 // MONOMER-19750 // MONOMER-19259 // MONOMER-19257 // MONOMER-19256 // MONOMER-19258	MALEATE-ISOMERASE-RXN // RXN-646 // RXN-11318 // 1.13.11.9-RXN // RXN-16530 // RXN-16529 // RXN-16527 // RXN-16526 // RXN-13081 // NICOTINE-DEHYDROGENASE-RXN	Other-Degradation	
2574	PWY-7931	"Marinomonas mediterranea,Prochloron didemni,Pseudoalteromonas luteoviolacea,Pseudoalteromonas phenolica,Thioalkalivibrio thiocyanoxidans"	Bacteria <bacteria>	Bacteria	PWY-7931	AROMATIC-COMPOUNDS-BIOSYN		RXN-19096;RXN-19095;RXN-19094;RXN-19074;RXN-19073;RXN-19071;RXN-19069	EC-4.1.1;EC-3.1.2;EC-1.3.8.14;EC-6.2.1.53	PWY-7931	brominated pyrroles biosynthesis	MONOMER-20316 // MONOMER-20317 // MONOMER-20324 // MONOMER-20319 // MONOMER-20318	RXN-19096 // RXN-19095 // RXN-19094 // RXN-19074 // RXN-19073 // RXN-19071 // RXN-19069	AROMATIC-COMPOUNDS-BIOSYN	
2575	PWY-5647	"Burkholderia terrae,Pseudomonas fluorescens"	Bacteria <bacteria>	Bacteria	PWY-5647	AROMATIC-COMPOUNDS-DEGRADATION;Super-Pathways	RXN-8847	PWY-5654;4.1.1.77-RXN;1.2.1.32-RXN;AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN;1.13.11.6-RXN;RXN-8846;RXN-8847	EC-4.1.1.77;EC-1.2.1.32;EC-4.1.1.45;EC-1.13.11.6	PWY-5647	2-nitrobenzoate degradation I	CPLX-7477 // MONOMER-13358 // CPLX-7478 // MONOMER-13360 // MONOMER-13361 // MONOMER-13363 // MONOMER-13362	3.5.99.5-RXN // 4.1.1.77-RXN // 1.2.1.32-RXN // AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN // 1.13.11.6-RXN // RXN-8846 // RXN-8847	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	
2576	GLCMANNANAUT-PWY	"Clostridium perfringens,Escherichia coli"	Bacteria <bacteria>	Bacteria	GLCMANNANAUT-PWY	AMINE-DEG;Super-Pathways		PWY0-1324;GLUAMCAT-PWY		GLCMANNANAUT-PWY	"superpathway of <i>N</i>-acetylneuraminate, <i>N</i>-acetylglucosamine, and <i>N</i>-acetylmannosamine degradation to &beta;-D-fructofuranose 6-phosphate // N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminic acid dissimilation"	GLUCOSAMINE-6-P-DEAMIN-CPLX // NAG6PDEACET-CPLX // CPLX-8940 // NANE-MONOMER // CPLX0-8588 // CPLX0-7658 // G7675-MONOMER // MONOMER-18990 // ACNEULY-CPLX	RXN0-7390 // RXN0-7389 // NANK-RXN // NANE-RXN // NAG6PDEACET-RXN // GLUCOSAMINE-6-P-DEAMIN-RXN	AMINE-DEG // Super-Pathways	
2577	PWY-7605	Penicillium chrysogenum	Fungi	Non-Bacteria	PWY-7605	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-16128;RXN-16127;RXN-16126;RXN-16125;RXN-16124	EC-1.14.19;EC-2.5.1;EC-6.3.2	PWY-7605	roquefortine C biosynthesis	MONOMER-19071 // MONOMER-19072 // MONOMER-19073	RXN-16128 // RXN-16127 // RXN-16126 // RXN-16125 // RXN-16124	SECONDARY-METABOLITE-BIOSYNTHESIS	
2578	PWY-5411	"Pinus contorta,Pinus taeda,Picea abies,Abies grandis"	Pinidae	Non-Bacteria	PWY-5411	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-10624;RXN-8510;RXN-8509;RXN-8508;RXN-8507;4.2.3.18-RXN;RXN-4861	EC-1.2.1.74;EC-1.14.14.144;EC-4.2.3.18;EC-5.5.1.12	PWY-5411	abietic acid biosynthesis	MONOMER-12744 // MONOMER-12741 // MONOMER-12742 // MONOMER-12822 // MONOMER-14868 // MONOMER-12739 // MONOMER-14869	RXN-10624 // RXN-8510 // RXN-8509 // RXN-8508 // RXN-8507 // 4.2.3.18-RXN // RXN-4861	SECONDARY-METABOLITE-BIOSYNTHESIS	
2579	PWY18HP-2	Corynebacterium glutamicum	Actinomycetota	Bacteria	PWY18HP-2	SECONDARY-METABOLITE-BIOSYNTHESIS	RXN18HP-6	RXN-19174;RXN18HP-8;RXN18HP-9;RXN18HP-7;RXN18HP-6	EC-2.4.1.M35;EC-2.5.1.149;EC-5.5.1.M9	PWY18HP-2	decaprenoxanthin diglucoside biosynthesis	CPLX18HP-79 // MONOMER-20367 // G18NG-10193-MONOMER	RXN-19174 // RXN18HP-8 // RXN18HP-9 // RXN18HP-7 // RXN18HP-6	SECONDARY-METABOLITE-BIOSYNTHESIS	
2580	PWY-4101	"Aspergillus niger,Bacillus subtilis,Gluconobacter,Malus domestica,Pyrus pyrifolia,Trichoderma reesei,Arabidopsis thaliana"	"Metazoa,Fungi,Bacteria <bacteria>,rosids"	Bacteria	PWY-4101	Alcohol-Degradation;Carbohydrates-Degradation		FRUCTOKINASE-RXN;RXN-14515;RXN-7644	EC-2.7.1.4;EC-1.1.1.14	PWY-4101	D-sorbitol degradation I // sorbitol utilization	CPLX-6951 // MONOMER-11719 // CPLX-6953 // MONOMER-17164 // MONOMER-13193 // CPLX-8657 // AT5G51970-MONOMER // AT4G29130-MONOMER	FRUCTOKINASE-RXN // RXN-14515 // RXN-7644	Alcohol-Degradation // Carbohydrates-Degradation	
2581	GLUCONSUPER-PWY	Escherichia coli	"Opisthokonta,Bacteria <bacteria>"	Bacteria	GLUCONSUPER-PWY	CARBOXYLATES-DEG		GLUCONOKIN-RXN	EC-2.7.1.12	GLUCONSUPER-PWY	D-gluconate degradation // gluconate utilization	GLUCONOKINII-CPLX // GLUCONOKINI-MONOMER	GLUCONOKIN-RXN	CARBOXYLATES-DEG	
2582	P561-PWY	"Paracoccus denitrificans,Cereibacter sphaeroides,Salipiger bermudensis,Sinorhizobium meliloti,Sinorhizobium meliloti Rm2011"	Pseudomonadota	Bacteria	P561-PWY	AMINE-DEG		RXN-15941;R502-RXN;R501-RXN	EC-5.1.1.22;EC-1.5.3;EC-1.14.13.247	P561-PWY	proline betaine degradation I // stachydrine catabolism // stachydrine degradation // L-proline betaine catabolism	CPLX-2341 // MONOMER-2221 // MONOMER-18942 // MONOMER-18940 // MONOMER-18941	RXN-15941 // R502-RXN // R501-RXN	AMINE-DEG	
2583	PWY-6604	"Clostridium saccharobutylicum,Clostridium acetobutylicum,Clostridium beijerinckii"	Bacillota	Bacteria	PWY-6604	Super-Pathways;Energy-Metabolism		PWY-6594;PWY-6590		PWY-6604	superpathway of <i>Clostridium acetobutylicum</i> acidogenic and solventogenic fermentation	CPLX-61 // CPLX-81 // CPLX-101 // PTACLOS-MONOMER // CPLX-181 // CPLX-201 // MONOMER-15847 // BDHNADPHCLOS-MONOMER // CPLX-7035 // MONOMER-16803 // CPLX-41 // AADCLOS-MONOMER // CPLX-62 // THLCLOS-CPLX // CPLX-102 // CPLX-161 // CPLX-9542	ACETOACETYL-COA-TRANSFER-RXN // 2.8.3.9-RXN // ACETOACETATE-DECARBOXYLASE-RXN // ALCOHOL-DEHYDROG-RXN // ACETALD-DEHYDROG-RXN // ENZRXN-201-RXN // RXN-161 // BUTANAL-DEHYDROGENASE-RXN // PHOSACETYLTRANS-RXN // ACETATEKIN-RXN // RXN-16834 // RXN-11667 // PYRUFLAVREDUCT-RXN // RXN-11662 // BUTYRATE-KINASE-RXN // PHOSPHATE-BUTYRYLTRANSFERASE-RXN // ACETYL-COA-ACETYLTRANSFER-RXN	Super-Pathways // Energy-Metabolism	
2584	GLNSYN-PWY	"Escherichia coli,Haloferax mediterranei,Homo sapiens,Ruminococcus albus,Saccharomyces cerevisiae,Synechococcus elongatus"	"Eukaryota,Bacteria <bacteria>,Archaea"	Bacteria	GLNSYN-PWY	Noncarbon-Nutrients;Amino-Acid-Biosynthesis		GLUTAMINESYN-RXN	EC-6.3.1.2	GLNSYN-PWY	L-glutamine biosynthesis I // L-glutamine - L-glutamate pathway	CPLX-7158 // CPLX-7384 // CPLX-7386 // CPLX-7387 // CPLX490-3599 // CPLX490-3597 // CPLX490-3596 // GLUTAMINESYN-OLIGOMER	GLUTAMINESYN-RXN	Noncarbon-Nutrients // Amino-Acid-Biosynthesis	
2585	PWY-7662	"Gracilariopsis lemaneiformis,Gracilariopsis longissima,Morchella costata,Morchella vulgaris,Peziza ostracoderma,Phanerodontia chrysosporium,Anthracobia melaloma"	"Gracilariales,Fungi"	Non-Bacteria	PWY-7662	Polymer-Degradation;Carbohydrates-Degradation		RXN-8986;5.3.3.15-RXN;4.2.1.111-RXN;4.2.2.13-RXN	EC-5.3.2.7;EC-4.2.1.111;EC-4.2.2.13	PWY-7662	glycogen degradation III (via anhydrofructose) // the anhydrofructose pathway	MONOMER-19293 // CPLX-8993 // CPLX-8994 // MONOMER-19294	RXN-8986 // 5.3.3.15-RXN // 4.2.1.111-RXN // 4.2.2.13-RXN	Polymer-Degradation // Carbohydrates-Degradation	
2586	PWY-8172	"Amycolatopsis orientalis,Corynebacterium urealyticum,Mycobacterium tuberculosis,Mycolicibacterium chlorophenolicum,Nocardia donostiensis,Rhodococcus erythropolis,Rhodococcus phenolicus,Rhodococcus qingshengii,Rhodococcus ruber"	Bacteria <bacteria>	Bacteria	PWY-8172	Lipid-Biosynthesis		RXN-21608;RXN-21609	EC-2.1.1;EC-1.3.1	PWY-8172	10-methylstearate biosynthesis	MONOMER-21299 // MONOMER-21300	RXN-21608 // RXN-21609	Lipid-Biosynthesis	
2587	PWY-8124	Leisingera caerulea	Bacteria <bacteria>	Bacteria	PWY-8124	Noncarbon-Nutrients		RXN-21275;RXN-21276	EC-1.14.11.72;EC-1.13.11.90	PWY-8124	(2-trimethylamino)ethylphosphonate degradation	MONOMER-21118 // MONOMER-21117	RXN-21275 // RXN-21276	Noncarbon-Nutrients	
2588	PWY-7961	"Pelosinus fermentans,Sporomusa ovata"	Bacteria <bacteria>	Bacteria	PWY-7961	Cofactor-Biosynthesis	RXN-14701	RXN-19315;RXN-19296;RXN-14701	EC-3.1.3.73;EC-2.7.8.26;EC-2.4.2.55	PWY-7961	phenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	CPLX-8999 // MONOMER-20420	RXN-19315 // RXN-19296 // RXN-14701	Cofactor-Biosynthesis	
2589	PWY-7794	Piscinibacter sakaiensis	Bacteria <bacteria>	Bacteria	PWY-7794	Polymer-Degradation		RXN-17825;RXN-17826	EC-3.1.1.101;EC-3.1.1.102	PWY-7794	polyethylene terephthalate degradation // PET degradation	MONOMER-19899 // MONOMER-19898	RXN-17825 // RXN-17826	Polymer-Degradation	
2590	PWY-6630	Escherichia coli	Bacteria <bacteria>	Bacteria	PWY-6630	Super-Pathways;Amino-Acid-Biosynthesis		TYRSYN;ARO-PWY		PWY-6630	superpathway of L-tyrosine biosynthesis	AROB-MONOMER // AROF-CPLX // AROH-CPLX // AROG-CPLX // AROC-CPLX // AROA-MONOMER // AROK-MONOMER // AROL-MONOMER // AROE-MONOMER // AROD-CPLX // CHORISMUTPREPHENDEHYDROG-CPLX // CHORISMUTPREPHENDEHYDRAT-CPLX // TYRB-DIMER // ASPAMINOTRANS-DIMER	TYROSINE-AMINOTRANSFERASE-RXN // CHORISMATEMUT-RXN // PREPHENATEDEHYDROG-RXN // 3-DEHYDROQUINATE-DEHYDRATASE-RXN // SHIKIMATE-5-DEHYDROGENASE-RXN // SHIKIMATE-KINASE-RXN // 2.5.1.19-RXN // CHORISMATE-SYNTHASE-RXN // DAHPSYN-RXN // 3-DEHYDROQUINATE-SYNTHASE-RXN	Super-Pathways // Amino-Acid-Biosynthesis	
2591	P541-PWY	"Actinopolyspora halophila,Aphanothece halophytica,Halorhodospira halochloris,Methanohalophilus portucalensis"	"Bacteria <bacteria>,Archaea"	Bacteria	P541-PWY	Polyamine-Biosynthesis;Metabolic-Regulators		RXN-9680;RXN-9679;GLYCINE-N-METHYLTRANSFERASE-RXN	EC-2.1.1.161;EC-2.1.1.20	P541-PWY	glycine betaine biosynthesis IV (from glycine) // betaine biosynthesis from glycine	MONOMER-8561 // MONOMER-8542 // MONOMER-8562 // CPLX-7651 // MONOMER-8565 // MONOMER-8543 // MONOMER-8544	RXN-9680 // RXN-9679 // GLYCINE-N-METHYLTRANSFERASE-RXN	Polyamine-Biosynthesis // Metabolic-Regulators	
2592	PWY-5485	"Enterococcus faecalis,Streptococcus,Escherichia coli"	Bacteria <bacteria>	Bacteria	PWY-5485	Super-Pathways;Energy-Metabolism	PYRUVFORMLY-RXN	PWY0-1312;ACETATEKIN-RXN;PHOSACETYLTRANS-RXN;PYRUVFORMLY-RXN	EC-2.7.2.15;EC-2.7.2.1;EC-2.3.1.8;EC-2.3.1.54	PWY-5485	pyruvate fermentation to acetate IV // pyruvic acid fermentation to acetic acid IV	PYRUVFORMLY-CPLX // CPLX0-9871 // KETOBUTFORMLY-MONOMER // ACETATEKINA-MONOMER // PHOSACETYLTRANS-CPLX // CPLX0-7912	ACETATEKIN-RXN // PHOSACETYLTRANS-RXN // PYRUVFORMLY-RXN	Super-Pathways // Energy-Metabolism	
2593	PWY-8101	"Acidithiobacillus ferrooxidans,Archaeoglobus fulgidus,Bacillus subtilis,Pseudomonas aeruginosa,Staphylococcus aureus"	"Archaea,Pseudomonadota,Bacillota"	Bacteria	PWY-8101	Arsenic-Detoxification	RXN-10737	RXN-10737;3.6.3.16-RXN	EC-1.20.4.4;EC-7.3.2.7	PWY-8101	arsenate detoxification II	MONOMER-10862	RXN-10737 // 3.6.3.16-RXN	Arsenic-Detoxification	
2594	PWY-8568	Euglena gracilis	Euglenozoa	Non-Bacteria	PWY-8568	Lipid-Biosynthesis		RXN-14273;RXN-12507;RXN-20676;RXN-20675;RXN-13616;RXN-12490;RXN-20678;RXN-20679;RXN-12567;RXN-12570;RXN-11667;RXN-11662;RXN-14268;RXN-14131;RXN-14262;RXN-13615;RXN-14229;RXN-14278;BUTYRYL-COA-DEHYDROGENASE-RXN;RXN-14274;RXN-13617;RXN-14277;RXN-12565;ACETYL-COA-ACETYLTRANSFER-RXN	EC-4.2.1.17;EC-1.1.1.211;EC-1.1.1.35;EC-4.2.1.74;EC-4.2.1.150;EC-2.3.1.16;EC-1.3.8.8;EC-1.3.8.7;EC-1.3.8.1;EC-2.3.1.9	PWY-8568	"fatty acid biosynthesis (Euglena, malonyl-CoA-independent)"	MONOMER-124902 // MONOMER-124901 // MONOMER-124904 // MONOMER-124903 // MONOMER-124905 // MONOMER-124906	RXN-14273 // RXN-12507 // RXN-20676 // RXN-20675 // RXN-13616 // RXN-12490 // RXN-20678 // RXN-20679 // RXN-12567 // RXN-12570 // RXN-11667 // RXN-11662 // RXN-14268 // RXN-14131 // RXN-14262 // RXN-13615 // RXN-14229 // RXN-14278 // BUTYRYL-COA-DEHYDROGENASE-RXN // RXN-14274 // RXN-13617 // RXN-14277 // RXN-12565 // ACETYL-COA-ACETYLTRANSFER-RXN	Lipid-Biosynthesis	
2595	PWY-5135	Humulus lupulus	Cannabaceae	Non-Bacteria	PWY-5135	AROMATIC-COMPOUNDS-BIOSYN		RXN-7821;RXN-7820;NARINGENIN-CHALCONE-SYNTHASE-RXN;4-COUMARATE--COA-LIGASE-RXN	EC-2.1.1.338;EC-2.5.1.136;EC-2.3.1.74;EC-6.2.1.12	PWY-5135	xanthohumol biosynthesis	MONOMER-12009 // MONOMER-12001	RXN-7821 // RXN-7820 // NARINGENIN-CHALCONE-SYNTHASE-RXN // 4-COUMARATE--COA-LIGASE-RXN	AROMATIC-COMPOUNDS-BIOSYN	
2596	PWY-5976	Sorghum bicolor	Viridiplantae	Non-Bacteria	PWY-5976	SECONDARY-METABOLITE-DEGRADATION		HYDROXYMANDELONITRILE-LYASE-RXN;RXN-9588	EC-4.1.2.11;EC-3.2.1	PWY-5976	dhurrin degradation	MONOMER-14082 // MONOMER-14083 // MONOMER-14084	HYDROXYMANDELONITRILE-LYASE-RXN // RXN-9588	SECONDARY-METABOLITE-DEGRADATION	
2597	PWY-5115	"Oryza sativa,Arabidopsis thaliana"	Embryophyta	Non-Bacteria	PWY-5115	Carbohydrates-Biosynthesis	RXN-7771	RXN-7772	EC-5.1.3.18	PWY-5115	GDP-L-galactose biosynthesis	MONOMER-11941 // CPLX-2043	RXN-7772	Carbohydrates-Biosynthesis	
2598	PWY-7946	"Cellulomonas biazotea,Micrococcus luteus"	Actinomycetota	Bacteria	PWY-7946	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-19176;RXN-19175;RXN-19171;RXN18HP-8;RXN18HP-9	EC-2.4.1.M35;EC-5.5.1.M10;EC-2.5.1.149	PWY-7946	sarcinaxanthin diglucoside biosynthesis	MONOMER-20371 // CPLX-9266 // MONOMER-20374	RXN-19176 // RXN-19175 // RXN-19171 // RXN18HP-8 // RXN18HP-9	SECONDARY-METABOLITE-BIOSYNTHESIS	
2599	PWY-6781	"Acinetobacter baumannii,Aspergillus niger,Burkholderia mallei"	cellular organisms	Bacteria	PWY-6781	AROMATIC-COMPOUNDS-DEGRADATION		CHLOROGENATE-HYDROLASE-RXN	EC-3.1.1.42	PWY-6781	chlorogenic acid degradation // chlorogenic acid hydrolysis // chlorogenate degradation	MONOMER-16433	CHLOROGENATE-HYDROLASE-RXN	AROMATIC-COMPOUNDS-DEGRADATION	
2600	PWY-7490	"Penicillium expansum,Penicillium griseofulvum,Penicillium urticae,Aspergillus clavatus"	Fungi	Non-Bacteria	PWY-7490	SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-15482 // RXN-15473 // RXN-15470 // 6-METHYLSALICYLATE-DECARBOXYLASE-RXN // 2.3.1.165-RXN	RXN-15485;RXN-15484;RXN-15483;RXN-15482;RXN-15480;RXN-15475;RXN-15473;RXN-15470;6-METHYLSALICYLATE-DECARBOXYLASE-RXN;2.3.1.165-RXN	EC-1.1.1;EC-1.14.14;EC-4.1.1.52;EC-2.3.1.165	PWY-7490	patulin biosynthesis	CPLX-5481 // MONOMER-18627 // MONOMER-18629 // MONOMER-18628 // MONOMER-21164 // MONOMER-21163 // MONOMER-18631 // MONOMER-18633 // MONOMER-21162 // MONOMER-20873	RXN-15485 // RXN-15484 // RXN-15483 // RXN-15482 // RXN-15480 // RXN-15475 // RXN-15473 // RXN-15470 // 6-METHYLSALICYLATE-DECARBOXYLASE-RXN // 2.3.1.165-RXN	SECONDARY-METABOLITE-BIOSYNTHESIS	
2601	PWY-6792	"Ruta graveolens,Arabidopsis thaliana"	Viridiplantae	Non-Bacteria	PWY-6792	AROMATIC-COMPOUNDS-BIOSYN		RXN-12349;RXN-12350;CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC-1.14.11.61;EC-2.1.1.104	PWY-6792	scopoletin biosynthesis	AT1G67990-MONOMER // AT4G34050-MONOMER // AT4G26220-MONOMER // AT3G13610-MONOMER // MONOMER-17096	RXN-12349 // RXN-12350 // CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	AROMATIC-COMPOUNDS-BIOSYN	
2602	PWY-8248	Porphyromonas gingivalis	Porphyromonas gingivalis	Bacteria	PWY-8248	Glycan-Pathways;Cell-Structure-Biosynthesis;Lipid-Biosynthesis;Carbohydrates-Biosynthesis		2.7.7.39-RXN;RXN-22260;RXN-22259;RXN-22258;RXN-22257;RXN-22256;RXN-22255	EC-2.7.7.39;EC-2.4.1;EC-2.7.8	PWY-8248	lipid A-core biosynthesis (<i>P. gingivalis</i>)	HMPREF1322_RS09160-MONOMER // HMPREF1322_RS09150-MONOMER // HMPREF1322_RS07310-MONOMER	2.7.7.39-RXN // RXN-22260 // RXN-22259 // RXN-22258 // RXN-22257 // RXN-22256 // RXN-22255	Glycan-Pathways // Cell-Structure-Biosynthesis // Lipid-Biosynthesis // Carbohydrates-Biosynthesis	
2603	PWY-6232	"Oryza sativa,Chrysosplenium americanum,Glycine max"	Viridiplantae	Non-Bacteria	PWY-6232	AROMATIC-COMPOUNDS-BIOSYN		RXN-12616	EC-2.1.1.42	PWY-6232	"chrysoeriol biosynthesis // 3'-O-Methylluteolin biosynthesis // 5,7,4'-trihydroxy-3'-methoxyflavone biosynthesis"	MONOMER-14779 // MONOMER-17790 // MONOMER-17791 // MONOMER-20526 // MONOMER-20528	RXN-12616	AROMATIC-COMPOUNDS-BIOSYN	
2604	PWY-5690	"Glycine max,Saccharomyces cerevisiae,Vigna radiata,Arabidopsis thaliana"	"Fungi,Viridiplantae"	Non-Bacteria	PWY-5690	Energy-Metabolism	ISOCITRATE-DEHYDROGENASE-NAD+-RXN	RXN-14971;MALATE-DEH-RXN;ISOCITRATE-DEHYDROGENASE-NAD+-RXN;ACONITATEDEHYDR-RXN;CITSYN-RXN;ACONITATEHYDR-RXN;2OXOGLUTARATEDEH-RXN;SUCCCOASYN-RXN;FUMHYDR-RXN	EC-1.3.5.1;EC-1.1.1.37;EC-1.1.1.286;EC-1.1.1.41;EC-2.3.3.3;EC-2.3.3.16;EC-2.3.3.1;EC-1.2.1.105;EC-6.2.1.5;EC-4.2.1.2	PWY-5690	TCA cycle II (plants and fungi) // TCA cycle -- aerobic respiration // tricarboxylic acid cycle // citric acid cycle // Szent-Gyorgyi-Krebs cycle // Krebs cycle	AT5G50950-MONOMER // MONOMER-12976 // AT2G44350-MONOMER // YPR001W-MONOMER // AT4G35830-MONOMER // YLR304C-MONOMER // CPLX3O-679 // CPLXQT-51 // YKL029C-MONOMER // AT5G09660-MONOMER // AT1G53240-MONOMER // AT2G22780-MONOMER // AT3G47520-MONOMER // CPLX3O-742 // CPLX-5301	RXN-14971 // MALATE-DEH-RXN // ISOCITRATE-DEHYDROGENASE-NAD+-RXN // ACONITATEDEHYDR-RXN // CITSYN-RXN // ACONITATEHYDR-RXN // 2OXOGLUTARATEDEH-RXN // SUCCCOASYN-RXN // FUMHYDR-RXN	Energy-Metabolism	
2605	PWY-2541	"Glycine max,Nicotiana tabacum,Zea mays,Arabidopsis thaliana"	Magnoliopsida	Non-Bacteria	PWY-2541	SECONDARY-METABOLITE-BIOSYNTHESIS;Lipid-Biosynthesis		RXN-20132;RXN-22207;RXN-20131;RXN-19723;RXN-19724;1.14.13.70-RXN;RXN-19720;RXN3O-218;RXN-11939;RXN-11938;RXN-11934;RXN-11933;RXN-11929;RXN-11928;RXN-8352;2.1.1.143-RXN;RXN-4243;RXN-4242;RXN-4210;RXN-4209;RXN-707;RXN-4161;RXN-4144;CYCLOEUCALENOL-CYCLOISOMERASE-RXN;RXN-4021	EC-1.3.1.M20;EC-1.3.1.71;EC-1.14.18.11;EC-1.14.14.154;EC-1.14.18.10;EC-1.14.19.20;EC-1.1.1.270;EC-1.1.1.418;EC-1.1.1;EC-1.14.19.41;EC-2.1.1.143;EC-1.3.1;EC-1.3.1.21;EC-5.3.3.5;EC-1.3.1.70;EC-5.5.1.9;EC-2.1.1.41	PWY-2541	phytosterol biosynthesis (plants) // plant sterol biosynthesis	AT5G13710-MONOMER // AT5G50375-MONOMER // AT3G52940-MONOMER // AT1G20050-MONOMER // AT1G50430-MONOMER // AT2G34500-MONOMER // CPLX-4562 // AT1G76090-MONOMER // CPLX-8724 // MONOMER-15391 // AT2G34490-MONOMER // AT2G26260-MONOMER // AT1G47290-MONOMER // MONOMER-16124 // AT3G02580-MONOMER // GQT-5411-MONOMER // AT4G22756-MONOMER // AT4G12110-MONOMER // AT1G11680-MONOMER // MONOMER-7161 // AT2G29390-MONOMER // AT1G07420-MONOMER // AT3G19820-MONOMER	RXN-20132 // RXN-22207 // RXN-20131 // RXN-19723 // RXN-19724 // 1.14.13.70-RXN // RXN-19720 // RXN3O-218 // RXN-11939 // RXN-11938 // RXN-11934 // RXN-11933 // RXN-11929 // RXN-11928 // RXN-8352 // 2.1.1.143-RXN // RXN-4243 // RXN-4242 // RXN-4210 // RXN-4209 // RXN-707 // RXN-4161 // RXN-4144 // CYCLOEUCALENOL-CYCLOISOMERASE-RXN // RXN-4021	SECONDARY-METABOLITE-BIOSYNTHESIS // Lipid-Biosynthesis	
2606	NPGLUCAT-PWY	"Saccharolobus solfataricus,Sulfolobus acidocaldarius,Sulfurisphaera tokodaii,Thermoplasma acidophilum,Thermoproteus tenax"	"Thermoprotei,Thermoplasmata"	Non-Bacteria	NPGLUCAT-PWY	Carbohydrates-Degradation;Energy-Metabolism		GLUCOSE-1-DEHYDROGENASE-NADP+-RXN;GLUCONOLACT-RXN;GKI-RXN;PYRUFLAVREDUCT-RXN;PEPDEPHOS-RXN;2PGADEHYDRAT-RXN;GLYCERALDEHYDE-DEHYDRO-RXN;DHDOGALDOL-RXN;GLUCONATE-DEHYDRATASE-RXN	EC-1.1.1.119;EC-1.1.1.360;EC-3.1.1.17;EC-2.7.1.165;EC-1.2.7.1;EC-2.7.1.40;EC-4.2.1.11;EC-1.2.99.8;EC-4.1.2.51;EC-4.2.1.140;EC-4.2.1.39	NPGLUCAT-PWY	Entner-Doudoroff pathway II (non-phosphorylative) // non-phosphorylated glucose catabolism // glucose degradation // non-phosphorylated glucose degradation	MONOMER-4862 // MONOMER-4882 // CPLX-3801 // CPLX-3822 // CPLX-8636 // CPLX-3824 // CPLX-7994 // CPLX-3781 // CPLX-3821 // CPLX-3827	GLUCOSE-1-DEHYDROGENASE-NADP+-RXN // GLUCONOLACT-RXN // GKI-RXN // PYRUFLAVREDUCT-RXN // PEPDEPHOS-RXN // 2PGADEHYDRAT-RXN // GLYCERALDEHYDE-DEHYDRO-RXN // DHDOGALDOL-RXN // GLUCONATE-DEHYDRATASE-RXN	Carbohydrates-Degradation // Energy-Metabolism	
